invest_opinion,price_goal,reporter,titles,contents,dates
매수,"29,000",신한투자증권 박광래,SK디앤디 A210980 -‘신재생에너지 디벨로퍼’로 불러주세요,"2023년 영업이익 977억원(+51.8% YoY) 전망
- 육상에서 해상까지. 더 탄탄해지는 풍력 디벨로퍼로서의 입지",2023/03/28
매수,"29,000",신한투자증권 박광래,SK디앤디 A210980 -‘신재생에너지 디벨로퍼’로 불러주세요,"2023년 영업이익 977억원(+51.8% YoY) 전망
- 육상에서 해상까지. 더 탄탄해지는 풍력 디벨로퍼로서의 입지",2023/03/28
Not Rated,,NH투자증권 백준기,쎄트렉아이 A099320 -국내 국방 위성 수주 대폭 증가,"국방 위성 프로젝트 대량 수주 시작
- 올해 영업이익 턴어라운드 전망",2023/03/28
Not Rated,,NH투자증권 손세훈,켄코아에어로스페이스 A274090 -우주와 항공의 하모니,"NASA의 파트너사
- MRO 2차 수주분 생산 개시",2023/03/28
BUY,"85,000",이베스트투자증권 전배승,DB손해보험 A005830 -IFRS17 전환영향 점검,"IFRS17 전환효과: 별도순이익 +70%
- 보험손익 1.6조원. 고마진 신계약 확대의 결실",2023/03/28
BUY,"68,000",흥국증권 박종렬,동원산업 A006040 -기존 및 미래 성장 사업의 하모니,"올해 글로벌 경기침체에도 견조한 실적 지속 가능
- 미래 성장 사업에 역량 집중과 주주환원에 올인",2023/03/28
BUY,"58,000",이베스트투자증권 이승웅,한국항공우주 A047810 -K-방산의 차기 기대주,"FA-50의 신뢰도 제고, KF-21 수출 기대
- 23년 매출 성장과 이익률 개선이 동시에 발현",2023/03/28
매수,"44,000",미래에셋증권 류제현,한전KPS A051600 -A true defensive utility stock,"Expecting top-line growth and margin improvement
- OP of W29.7bn; OP margin to improve 2%p",2023/03/28
매수,"44,000",미래에셋증권 류제현,한전KPS A051600 -진정한 유틸리티 방어주,"2023년, 실질적 탑라인 성장과 마진 개선 기대
- 영업이익 297억원, 영업이익률 2%p 개선 기대",2023/03/28
HOLD,"650,000",KB증권 박신애,LG생활건강 A051900 -1Q23 Preview: Substantial Decline in Beauty Earnings Inevitable,"Maintain HOLD; Revise down TP by 13% to KRW650,000
- 2023E consolidated revenue growth of +2%, OP -0.1% YoY; Earnings to mark low in 1H, high in 2H",2023/03/28
HOLD,"650,000",KB증권 박신애,LG생활건강 A051900 -1Q23 Preview: 화장품 부문 큰 폭의 감익 불가피할 전망,"투자의견 Hold 유지,  목표주가는 650,000원으로 13% 하향
- 2023년 연결 매출액 +2%, 영업이익  -0.1% 전망. 완연한 상저하고 흐름 예상",2023/03/28
BUY,"930,000",하이투자증권 전유진,LG화학 A051910 -LGES에 버금가는 첨단소재 적정가치,"유지) 1Q23 Preview: 영업이익 5,828 억원(컨센서스 6,055 억원)
- 동사 적정가치에서 LGES 에 버금가는 첨단소재 가치",2023/03/28
Not Rated,,하나증권 박은정,아이패밀리에스씨 A114840 -[NDR 후기] 분기 최대 매출 기대,"화장품 해외 매출 64%, 색조 100%
- NDR 후기: 월매출 최대 흐름 나타나",2023/03/28
Not Rated,,신한투자증권 명지운,씨에스베어링 A297090 -실전 압축 근육 키우는 중,"풍력발전의 연결고리
- 간접적이지만 빠른 수혜",2023/03/28
BUY,"86,000",이베스트투자증권 이승웅,LIG넥스원 A079550 -성장의 기반을 다지는 한해,"수출이 기대되는 휴대용 미사일
- 중장기적으로 수주 증가추세 지속",2023/03/28
BUY,"50,000",삼성증권 최지호,휠라홀딩스 A081660 -Focus on Fila China,"We reinstate coverage of Fila Holdings at BUY with a target price of KRW50,000(based on a SOTP valuation; equivalent to 11x 2023 P/E).
- We forecast that the firm’s Chinese business (Fila China) will see sales grow 15% in 2023?accounting for a massive 60% of operating profit from the Fila brand (ie, excluding US subsidiary Acushnet Holdings)?led by China’s reopening. Looking ahead, Fila China should become a key share-price determinant for Fila Holdings.",2023/03/28
BUY,"50,000",삼성증권 최지호,휠라홀딩스 A081660 -중국 Fila에 Focus!,"중국 Fila가 주가 향방의 핵심이 될 전망
- 중국인이 사랑하는 두 가지 요소를 모두 갖춘 브랜드",2023/03/28
BUY,"20,000",NH투자증권 이재광,한화시스템 A272210 -Mid Space를 넘어 New Space!,"군용 저궤도 위성 통신체계 개발 사업자로 선정될 가능성 높아
- 초소형 위성체계 개발 사업자 선정도 기대",2023/03/28
,,한국IR협의회(리서치센터) 이달미,루닛 A328130 -AI로 암 정복이 가능한 시대,"2013년에 설립, 의료 AI 1세대 기업
- 주요제품은 Lunit INSIGHT와 SCOPE",2023/03/28
매수,"56,000",신한투자증권 김선미,현대건설 A000720 -신사업 투자 성과 가시화에 주목,"2023년 현대건설/현대스틸산업 해상풍력사업 성과 가속화 전망
- EPC를 넘어 운영, 거래까지. Re-rating의 계기 기대",2023/03/28
,,한국IR협의회(리서치센터) 백종석,KEC A092220 -전력반도체 산업 지킴이,"비메모리 전력반도체 전문기업
- 전력반도체는 가전제품, 전기차, 발전소 등에 다양하게 활용",2023/03/28
BUY,"300,000",교보증권 김동우,NAVER A035420 -글로벌 C2C 침공 시작,"수면 위로 드러나는 네이버의 C2C 야망
- 2023년 실적 전망",2023/03/29
BUY,"35,000",NH투자증권 이민재,한국가스공사 A036460 -요금 인상과 원가 하락 효과,"유가 상승의 장단점
- 미수금으로 인한 이슈는 점차 해소될 전망",2023/03/29
Not Rated,,KB증권 이경은,쎄트렉아이 A099320 -아버지와 같이 가는 우주 영재,"글로벌 기술 경쟁력 보유 위성 제조업체
- 2022 Review: 매출액 914억원 (+24.4% YoY), 영업적자 77억원 (적자전환 YoY)",2023/03/29
Not Rated,,하이투자증권 박상욱,에스앤에스텍 A101490 -양산 시점에 대한 고민이 필요한 시기,"반도체 및 디스플레이용 블랭크마스크 전문 기업
- 기존 제품 매출 상장률도 좋지만 EUV 용 부품은 게임 체인저",2023/03/29
Not Rated,,IBK투자증권 채윤석,"지니언스 A263860 -사이버 보안, NAC·EDR이 뜬다","증가하는 보안 위협 속 주목해야 할 기업
- Cash Cow 역할을 담당하는 NAC 부문",2023/03/29
BUY,"55,000",NH투자증권 이규하,"이녹스첨단소재 A272290 -업황 개선, 2차전지 소재 기대감 부각될 것","디스플레이 업황 개선, OLED 적용 기기 확대 수혜
- 실적은 2분기부터 개선, 2차전지 소재 신사업도 기대",2023/03/29
매수,"54,000",한국투자증권 김정환,이녹스첨단소재 A272290 -1Q23 Preview: 회복의 전조,"1분기 추정 영업이익 65억원으로 전년대비 크게 감소
- 2분기부터 소재 수요 회복세 나타날 것",2023/03/29
Not Rated,,IBK투자증권 채윤석,와이엠텍 A273640 -고전압 기기 필수품 EV Relay,"EV 배터리 고전압화는 새로운 기회
- 20~23년 동안 평균 +55.7%씩 성장",2023/03/29
Not Rated,,KB증권 한유건,켄코아에어로스페이스 A274090 -다채로운 매력을 확인할 시점,"기업개요: 우주항공 부품 전문 제조기업
- 2040년 우주산업은 약 1.1조 달러 (약 1,365조원)에 이를 전망",2023/03/29
BUY,"78,000",키움증권 박유악,삼성전자 A005930 -중장기 NAND 시장 점유율 상승 예상. 목표주가 상향,"1Q23 영업이익 1.4조원, 시장 기대치 하회 예상
- 2Q23 영업이익 5,684억원 전망",2023/03/29
BUY,"78,000",현대차증권 노근창,삼성전자 A005930 -메모리 시장 점유율은 상승한다,"삼성전자에 대해 6개월 목표주가 78,000원 (2023년 BPS에 P/B 1.5배 적용)에 투자의견 BUY 를 유지함
- 동사의 재고자산에서 4분기 메모리 반도체 재고를 15조원대로 가정할 경우 동사의 1분기 재고 자산 평가손실은 2조 중반을 상회할 것으로 추정됨",2023/03/29
매수,"83,000",한국투자증권 채민숙,삼성전자 A005930 -1Q23 Preview: 다운턴의 끝자락,"메모리 반도체 적자 지속
- 실적 발표 관전 포인트: 다운턴에서의 버티기 전략, 계속될까?",2023/03/29
BUY,"78,000",하나증권 김록호 외2,삼성전자 A005930 -우려대비 부진한 반도체,"1Q23 Preview: 반도체 적자로 부진한 실적
- 반도체 재고의 피크아웃 고민",2023/03/29
Not Rated,,KB증권 정동익,한국항공우주 A047810 -중대형 인공위성의 절대강자,"다목적 실용위성인 아리랑 위성사업에 주도적으로 참여
- 차세대 중형위성사업도 총괄주관",2023/03/29
BUY,"350,000",DB금융투자 정재헌,"천보 A278280 -추가 부진은 제한적, 하반기 성장을 기대","1Q23E 영업이익 91억원, P와 Q 동반 하락에 시장 컨센서스 하회 전망
- 2Q23까지 부진 지속 전망, 다만 하반기 대규모 프로젝트 가동 본격화에 따른 실적 성장 기대",2023/03/29
Not Rated,,IBK투자증권 이건재,파인엠텍 A441270 -물방울 힌지로 새로운 구간 진입,"국내 대표 폴더블 수혜 기업
- 제품 고도화 및 다양화로 시장 확대 전망",2023/03/29
,,키움증권 오현진,파인엠텍 A441270 -높아지는 폴더블 스마트폰 시장 관심 속 저평가 매력 부각,"핵심 부품 내장 힌지 통한 견조한 성장 지속
- 글로벌 업체의 폴더블 스마트폰 진출 본격화 수혜",2023/03/29
BUY,"28,500",KB증권 장문준,GS건설 A006360 -Vietnam to Offset Building/Housing COGS Burden,"Maintain BUY but lower target price to KRW28,500
- 1Q23 preview: Slight OP miss, with Vietnam revenue offsetting lingering Building/Housing COGS burden",2023/03/29
BUY,"28,500",KB증권 장문준,GS건설 A006360 -주택원가율 부담 지속되나 베트남이 방어할 1분기,"2Q22 Preview: 베트남 매출 발생에도 불구 주택 원가율 부담 지속으로 영업이익 시장 기대치 소폭 하회 전망
- 불확실성이 당장의 반등 가능성을 제한하나 포착되는 긍정적 모습",2023/03/29
Not Rated,,SK증권 나승두,솔루엠 A248070 -글로벌 경쟁력 보유한 ESL 부문의 성장,"양적/질적 성장 지속 중
- ELS 적용 분야 확대, 매출/이익 성장 기대",2023/03/29
BUY,"60,000",상상인증권 최승호,위메이드 A112040 -블록체인은 차별화 요소로 긍정적,"위믹스로 벌었던 돈은, 위믹스에 쓰고도 남는 것으로 판단
- P2E? 오히려 차별점으로 생각한다면",2023/03/29
,,아이브이리서치,네오이뮨텍 A950220 -2H23 파이프라인 가치 재평가 기대,"T 세포 증폭 기능을 보유한 신약 NT-I7 을 개발하는 신약개발 기업
- NT-I7 은 IL-7(interleukin-7)에 동사의 자체 엔지니어링 기술 및 hyFc 플랫폼을 접목해 반감기를 늘리고 생산성을 제고",2023/03/29
BUY,"17,000",DS투자증권 조대형,토비스 A051360 -숫자로 증명할 23년,"안정적인 수주 흐름을 이어가는 게이밍 디스플레이
- 서천 공장 가동으로 본격화 될 전장 디스플레이의 성장",2023/03/29
Not Rated,,KB증권 정동익,LIG넥스원 A079550 -인공위성 탑재체에서 초소형 군집위성까지,"다목적 실용위성 6호의  고해상도 영상레이더 (SAR)제작
- 한국형 위성항법시스템 (KPS)의 핵심장비인 디지털신호처리기도 공급예정",2023/03/29
BUY,"25,000",대신증권 양지환,진에어 A272450 -분기 사상최대이익 기대,"2023년 1분기 영업이익 사상최대실적으로 시장 기대치를 크게 상회할 전망
- 중국노선 재개로 일본과 동남아로 편중되었던 공급 쏠림 완화 기대",2023/03/29
Not Rated,,IBK투자증권 채윤석,"비나텍 A126340 -슈퍼커패시터가 끌고, 연료전지가 밀고","중형 슈퍼커패시터 글로벌 1위 기업
- 어플리케이션 확대 → 실적 Level up",2023/03/29
,,KB증권 김현겸,비나텍 A126340 -주총을 통해 알 수 있는 찬란한 미래,"슈퍼커패시터 사업부문
- 수소연료전지 사업부문",2023/03/29
Not Rated,,하이투자증권 고의영,하이비젼시스템 A126700 -최대 실적 전망에 걸맞잖은 주가 레벨,"주목해야 할 기회요인 4가지
- 최대 실적 전망에 걸맞잖은 주가 레벨",2023/03/29
BUY,"25,000",하이투자증권 박상욱,피에스케이 A319660 -겨울이 지나고 올 봄을 기다리자,"반도체 전공정 장비 전문 업체
- 나무보다 숲을 보자",2023/03/29
BUY,"110,000",키움증권 박유악,SK하이닉스 A000660 -경쟁 업체의 DRAM 증설이 부담,"1Q23 영업적자 3.3조원 예상
- 2Q23 영업적자 3.7조원 전망, DRAM 가격 하락세 지속",2023/03/29
BUY,"105,000",현대차증권 노근창,SK하이닉스 A000660 -1분기 실적이 저점이 될 수 있다,"SK하이닉스에 대해 6개월 목표주가 105,000원 (2023년 예상 BPS에 P/B 1.5배 적용)에 투자의견 BUY를 유지함
- 현재의 낮은 가격 Level 하에서 동사의 연내 영업 흑자 전환은 4분기에도 어려울 것으로 보임",2023/03/29
매수,"113,000",한국투자증권 채민숙,SK하이닉스 A000660 -1Q23 Preview: 위기 극복의 힘을 보여줘,"1분기 적자 지속 예상
- 관전 포인트: 23년은 중대한 변곡점",2023/03/29
BUY,"47,000",KB증권 장문준,현대건설 A000720 -올해 해외수주의 주인공이 될 수도 있다,"1Q23 Preview: 주택 원가율 부담 지속
- 주가 반등의 중요한 열쇠 중 하나는 연간 해외수주 목표 (별도 5.8조원)의 초과 달성 가능성",2023/03/29
BUY,"47,000",KB증권 장문준,현대건설 A000720 -Potential to Win Large Volume of Overseas Orders This Year,"Maintain BUY; raise target price to KRW47,000
- 1Q23 preview: Domestic COGS continues to be burdensome",2023/03/29
BUY,"180,000",현대차증권 노근창,삼성전기 A009150 -MLCC 수요가 먼저 회복된다,"삼성전기에 대해 6개월 목표주가 180,000원 (2023년 예상 지배주주 BPS에 P/B 1.7배 적용)에 투자의견 BUY를 유지함
- FC-BGA는 반도체 미세공정 전환 확대와 전장, ARM CPU, 스마트TV를 중심으로 수요처가 확대되면서 초과 성장세가 이어질 것으로 보임",2023/03/29
BUY,"58,000",하이투자증권 이상헌,한샘 A009240 -지배구조 개선이 점점 더 멀어져 간다,"공개매수에 일부 자사주를 처분함에 따라 지배주주의 자사주 남용 가능성 현실화
- 낙후된 지배구조를 개선시키기 위해서는 자사주 소각만이 유일한 해법",2023/03/29
BUY,"170,000",KB증권 박신애,아모레퍼시픽 A090430 -Expect Weak 1Q23 Results but Growth From 2Q23,"Maintain BUY, target price of KRW170,000
- 2023 forecast: Consolidated revenue/OP at +2% YoY/+46% YoY; China subsidiary to drive company-wide earnings growth",2023/03/29
BUY,"170,000",KB증권 박신애,"아모레퍼시픽 A090430 -1Q23 Preview: 1분기는 부진, 2분기부터 증익 추세 기대","투자의견 Buy 및 목표주가 17만원 유지
- 2023년 연결 매출액 +2%, 영업이익 +46% 전망. 중국 법인의 수익성 개선이 전사 이익 성장을 견인할 전망",2023/03/29
매수,"59,000",한국투자증권 김정환,에스에프에이 A056190 -1Q23 Preview: 실적으로 보답할 준비,"영업이익이 컨센서스 하회하나 수주잔고는 1년만에 두 배로 증가
- 2분기부터 전년대비 이익 증가 추세 지속될 것",2023/03/29
Not Rated,,DS투자증권 조대형,"나래나노텍 A137080 -본격화될 신규 사업, 따라오는 수주","LG디스플레이 내 코팅장비 점유율 1위 기업
- 자동차 디스플레이 및 2차전지용 장비로 사업 다변화",2023/03/29
BUY,"170,000",하이투자증권 박상욱,파크시스템스 A140860 -높은 확장성이 매력적인 기업,"원자현미경 선두 업체
- 높은 수주잔고와 신제품을 기반으로 23 년도 양호한 실적 보여줄 전망",2023/03/29
Not Rated,,상상인증권 최승호,밸로프 A331520 -친황경 게임사,"국내 유일의 리퍼블리싱 게임기업
- 일본 퍼블리싱 사업부 인수/IP로 외형은 확대될 것",2023/03/29
매수,"68,000",신한투자증권 이진명,한화솔루션 A009830 -Re-rating expected as shares resume trading,"1Q23 OP to come in at KRW218.7bn (+20% QoQ)
- US solar PV value chain to drive increasingly stronger momentum",2023/03/29
BUY,"67,000",한화투자증권 윤용식,한화솔루션 A009830 -재조명 받을 IRA 수혜,"1Q23 영업이익 2,016억원 전망
- IRA 시행으로 2026년부터 연간 1조원의 이익 향상 기대",2023/03/29
매수,"68,000",신한투자증권 이진명,한화솔루션 A009830 -거래 재개 후 기대되는 주가,"1Q23 영업이익 2,187억원(+20% QoQ) 전망
- 미국 태양광 Value Chain 구축으로 점차 확대될 모멘텀",2023/03/29
Not Rated,,SK증권 나승두,"효성ITX A094280 -꾸준한 실적, 저평가 매력","탄탄한 기초체력
- 상대적으로 높은 배당수익률, 또 다른 투자 매력",2023/03/29
BUY,"240,000",한화투자증권 이진협,BGF리테일 A282330 -1Q23 Preview : 진단키트 기저 영향으로 부진 전망,"1Q23 Preview : 코로나19 진단키트 기저 영향
- 2분기 기존점성장률의 방향성에 주목",2023/03/29
Not Rated,,상상인증권 최승호,엠게임 A058630 -중국 발 훈풍타고 역대 최고실적 기록,"온라인게임 1세대 전설
- 자체개발 2개 + 퍼블리싱 1개로 올해도 최고실적 갱신할 듯",2023/03/29
Not Rated,,하이투자증권 박상욱,비씨엔씨 A146320 -쿼츠계의 신흥 강자,"합성쿼츠 포커스링 전문 기업
- 합성쿼츠 소재 국산화와 증설을 통해 수익성과 매출 모두 증가할 전망",2023/03/29
,,한국IR협의회(리서치센터) 박성순,비씨엔씨 A146320 -소재 내재화 임박,"반도체 소모성 부품 업체
- QD9 침투는 시작 단계",2023/03/29
Not Rated,,DS투자증권 안주원,제로투세븐 A159580 -리오프닝과 함께 하는 기업,"궁중비책, 라인업 및 판매채널 확대
- 포장부문, 적용 품목 다각화",2023/03/29
BUY,"72,000",하이투자증권 박상욱,넥스틴 A348210 -중국 수출 규제는 과도한 우려,"광학 패턴 결함 검사 장비 업체
- 중장기적 성장성에 초점을 두자",2023/03/29
BUY,"280,000",키움증권 박유악,솔브레인 A357780 -2Q23 실적 모멘텀 재개 예상,"4Q22 영업이익 440억원 기록
- 1Q23 영업이익 496억원, 턴어라운드 전망",2023/03/29
Not Rated,,SK증권 이동건,지아이이노베이션 A358570 -이런 장에는 이런 종목을 사야한다,"자체 플랫폼을 바탕으로 다양한 조합의 이중융합단백질 발굴 및 개발 기업
- 주요 파이프라인 GI-101, GI-301. 2023년 임상 성과 발표에 주목",2023/03/29
BUY,"105,000",대신증권 위정원,S-Oil A010950 -Oil-위축된 투자 심리는 매수기회,"중국과 인도의 석유제품 수출 감소 지속되며 휘발유 마진 강세 전망
- 1Q23 Preview: 예상 영업이익 5,559억원(흑자전환)",2023/03/29
BUY,"440,000",현대차증권 노근창,LG이노텍 A011070 -고객사가 재고조정 할 때가 기회다,"LG이노텍에 대해 6개월 목표주가 440,000원 (2023년 예상 지배주주 EPS에 P/E 10배 적용)에 투자의견 BUY를 유지함
- 현재 iPhone의 후면 Camera는 동사, Sharp, Foxconn의 자회사가 공급하고 있는 것으로 추정됨",2023/03/29
BUY,"220,000",KB증권 전우제,롯데케미칼 A011170 -When and to What Extent Market Conditions Improve Is Key,"Maintain BUY; raise target price to KRW220,000 (18.3% upside)
- Top-line growth",2023/03/29
BUY,"220,000",KB증권 전우제,롯데케미칼 A011170 -시간과 정도의 문제,"롯데케미칼의 외형 성장
- 종합 배터리 소재기업으로 변모",2023/03/29
BUY,"135,000",키움증권 박유악,티씨케이 A064760 -단기 실적 모멘텀 둔화를 겪는 중,"4Q22 영업이익 293억원 기록
- 1Q23 영업이익 244억원, 단기적인 실적 감소 사이클 발생",2023/03/29
Not Rated,,SK증권 허선재,엠아이텍 A179290 -시간이 문제일 뿐 방향성은 명확하다,"엠아이텍은 국내 1위, 글로벌 5위 비혈관용 스텐트 제조업체
- Boston Scientific의 엠아이텍 인수는 예정대로 진행될 가능성 크다고 판단",2023/03/29
BUY,"80,000",현대차증권 장문수,현대위아 A011210 -수주 좀 받아야 겠던디,"1Q23 영업이익은 561억원(+9.0% yoy, OPM 2.7%)으로 컨센서스 3.1% 하회 전망
- 1Q23 Preview: 완성차 출하 확대 흐름 속 계획 차질 없이 순항",2023/03/29
매수,"184,000",IBK투자증권 이동욱,금호석유 A011780 -여전히 견고한 실적 기록 전망,"올해 1분기 영업이익, 시장 기대치 부합 전망
- 국내 주요 화학 업체 중 가장 높은 수익성 기록 전망",2023/03/29
BUY,"6,000",상상인증권 최승호,조이시티 A067000 -미소녀/디즈니/농구를 좋아하시나요?,"올해와 내년 동반 증익예상
- 디즈니는 장기라인업, 스타시드는 한방이 터지면 강하다",2023/03/29
,,밸류파인더 이충헌,멀티캠퍼스 A067280 -①과도한 저평가 ②챗GPT ③최대주주 삼성SDS,"최대주주 삼성SDS, B2B 대상 교육 서비스 및 OPIc 주관업체
- 2022년 매출액 3,575억원, 영업이익 410억원 기록하며 사상 최대실적 달성",2023/03/29
BUY,"155,000",KB증권 한유건,인텔리안테크 A189300 -원웹이 끝이 아니다,"투자의견 Buy, 목표주가 155,000원 유지
- 저궤도 위성통신 안테나 공급 본격화 원년",2023/03/29
BUY,"155,000",KB증권 한유건,인텔리안테크 A189300 -OneWeb Order Is Just the Start,"Maintain BUY, target price of KRW155,000
- LEO satcom antenna sales expected to go in full swing this year",2023/03/29
BUY,"118,000",DS투자증권 김수현,인텔리안테크 A189300 -글로벌 레퍼런스의 위력,"영역 확대 초기 구간에 진입
- 저궤도 위성 사업은 올해가 전환점이 될 것",2023/03/29
Not Rated,,상상인증권 최승호,데브시스터즈 A194480 -One Ip - Multiuse의 모범사례,"쿠키런 IP를 보유한 캐주얼 전문 게임사
- 매출은 감소/인건비 부담은 그대로, 신작과 중국출시가 반전카드",2023/03/29
TRADING BUY,"32,000",신한투자증권 은경완,카카오뱅크 A323410 -Three issues concerning KakaoBank,"Loan growth on visible recovery track
- Concerns over liquidity, loan quality, and new market entrants",2023/03/29
TRADING BUY,"32,000",신한투자증권 은경완,카카오뱅크 A323410 -카카오뱅크를 둘러싼 3가지 이슈,"대출성장률 회복 기조 뚜렷
- 유동성, 건전성 그리고 신규 플레이어 진입",2023/03/29
BUY,"270,000",키움증권 박유악,한솔케미칼 A014680 -기간 조정의 끝자락을 지나가는 중,"4Q22 영업이익 257억원 기록
- 1Q23 영업이익 457억원 전망, 시장 기대치는 소폭 하회",2023/03/29
BUY,"30,000",NH투자증권 이민재,"한국전력 A015760 -3월 31일, 전기요금 인상의 승부처","필요한 인상 폭은 kWh당 10원 이상
- 인상 시 2024년 순이익 3.3조원",2023/03/29
BUY,"90,000",상상인증권 최승호,컴투스 A078340 -다시 증명한 글로벌 경쟁력,"중소형주 중 단연 돋보이는 성장을 전망
- 서머너즈워의 역주행 신화",2023/03/29
매수,"95,000",한국투자증권 정호윤,컴투스 A078340 -조용한 턴어라운드의 해,"긍정적인 크로니클 글로벌의 초기 성과
- 크로니클 글로벌의 성과 유지가 중요한 이유",2023/03/29
BUY,"4,700",DS투자증권 김수현,글로벌텍스프리 A204620 -빠르게 리오프닝을 확인하고 싶다면,"국내 유입 해외 여행객 1인당 소비액 크게 증가한 것으로 파악
- 외국인 관광객 70%만 회복해도 19년 매출 넘어설 전망",2023/03/29
Not Rated,,KB증권 한제윤,"AP위성 A211270 -단기, 중기, 장기 그림 다 그리고 있습니다","기업개요: 위성체 및 탑재체 부품 생산 납품 기업
- 투자포인트  1) 위성체 사업에 성공적으로 진입하며 글로벌 우주 산업 확장의 수혜 기대",2023/03/29
,,유안타증권 권명준,클래시스 A214150 -Inflection point nearing,"Growth likely to continue
- Reasons to expect Volnewmer sales growth",2023/03/29
Not Rated,,유안타증권 권명준,클래시스 A214150 -다가오는 변곡점,"성장세 지속 기대 요인
- 볼뉴머 매출 성장 기대 요인",2023/03/29
BUY,"99,000",DS투자증권 안주원,파마리서치 A214450 -마스크 벗고 피부관리 시작,"마스크 해제, 피부시술 수요 증가로 수혜 예상
- 씨티씨바이오 지분 매수, 신규 사업 진출 위한 방안 중 하나로 판단",2023/03/29
BUY,"47,000",KB증권 박신애,아모레G A002790 -1Q23 Preview: 2분기 이후를 기대,"투자의견 Buy 및 목표주가 47,000원 유지
- 2023년 연결 매출액 +3%, 영업이익 +39% 전망. 자회사 ‘아모레퍼시픽’의 중국 법인 영업이익이 크게 개선될 것으로 기대",2023/03/29
Not Rated,,상상인증권 하태기,부광약품 A003000 -자회사 신약개발 일정에 주목해보자,"매출은 소폭 성장
- 수익성은 부진",2023/03/29
BUY,"140,000",교보증권 정소연,"이마트 A139480 -길게는 리레이팅, 짧게는 손익 개선","어느새 이커머스 3인자, 식품 2인자
- 2023년은 손익 개선의 해",2023/03/29
Not Rated,,IBK투자증권 남성현,아난티 A025980 -Life Value = Ananti Value,"실적 고 성장기 진입
- EBITDA가 영업이익으로 전환",2023/03/29
Not Rated,,DS투자증권 조대형,에스엔유 A080000 -전방의 투자 확대는 나에게 온전한 수혜,"종합 검사/측정 및 증착 장비 전문기업
- 전 사업부에 걸친 신규 수주가 본격화될 23년",2023/03/29
BUY,"26,000",DS투자증권 장지혜,인크로스 A216050 -준비된 자에게 기회가 온다,"기업개요: SKT계열 미디어렙
- 티딜, 다윈, 검색광고 자회사 투자의 결실을 맞이할 때",2023/03/29
BUY,"12,000",KB증권 강성진,한온시스템 A018880 -1Q23 프리뷰 - 한 박자 쉬고 시작하는 2023년,"목표주가 12,000원으로 7.7% 하향하나 투자의견 Buy 유지
- 1Q23 영업이익 630억원 (+106.9% YoY) 전망, 시장 컨센서스 29.8%  하회할 것",2023/03/29
BUY,"12,000",KB증권 강성진,한온시스템 A018880 -1Q23 Preview: Starting 2023 with a Breather,"Lower TP by 7.7% to KRW12,000, but maintain BUY
- 1Q23E OP of KRW6.0bn (+106.9% YoY), 29.8% below market consensus",2023/03/29
BUY,"11,000",유진투자증권 이재일,한온시스템 A018880 -1Q23Preview: 아직은 냉기가 감도는 실적,"1Q23Preview: 아직은 냉기가 감도는 실적
- 상반기 중 미국 공장 착공, 현지 생산 능력 강화",2023/03/29
BUY,"12,000",현대차증권 장문수,한온시스템 A018880 -중요한 건 꺾였는데도 그냥 하는 마음,"1Q23 영업이익은 518억원(+70.1% yoy, OPM 2.4%)으로 컨센서스 42.3% 하회 전망
- ‘23년 현대차, VW, BMW의 전동화 판매 증가, ‘24년 벤츠 및 VW 차세대 플랫폼, ‘25년 현대차 미국, 포드 전기차 볼륨 증가로 손익 견인",2023/03/29
매수,"690,000",신영증권 박진수,LG에너지솔루션 A373220 -아직 기대할 부분이 많다,"1분기 무난한 실적 예상
- 애리조나 투자 발표. LFP 라인업 추가",2023/03/29
매수,"710,000",한국투자증권 조철희,LG에너지솔루션 A373220 -1Q23 Preview: 산뜻한 출발,"시장 기대 소폭 상회하는 1분기
- AMPC 확정 시 추정치 큰 수정 필요",2023/03/29
Not Rated,,하나증권 조정현,켐트로스 A220260 -LFP 배터리 확대 수혜는 첨가제,"2차전지 소재 Top-tier 기술 보유
- 전해질 첨가제 증설, 양극재 바인더 신소재 개발 모멘텀까지",2023/03/29
BUY,"22,000",상상인증권 최승호,넥슨게임즈 A225570 -판호 최고 수혜주로 판단,"가장 탄탄한 PC/모바일 라인업을 보유중인 중소형 게임주
- 블루아카이브 판호 허가에 PC 슈팅장르 신작까지",2023/03/29
,,상상인증권 이종원,F&F A383220 -[MBTI Report - ESFJ] Future Growth & Fundamental,"M&A로 유럽, 미국향 비즈니스까지 커버 중
- TaylorMade SI 참여, 세르지오타키니 인수 등 적극적 투자 기조",2023/03/29
BUY,"35,000",DS투자증권 장지혜,"나스미디어 A089600 -위기는 기회, 경기 침체 수혜주","기업개요: KT계열의 미디어렙
- 경기 침체 속 플랫폼 수요 증가와 OTT 광고 요금제 가입 증가 수혜",2023/03/29
BUY,"42,000",키움증권 박유악,원익IPS A240810 -여전히 매력적인 주가 밸류에이션,"4Q22 실적, 예상치 부합
- 부진한 분기 실적 흐름 예상",2023/03/29
,,FS리서치 황세환,"자람테크놀로지 A389020 -테스트 마무리, 주목할 타이밍","통신용 반도체 Fabless 기업
- 10기가 XGSPON 시장의 개화",2023/03/29
BUY,"32,000",DS투자증권 안주원,대명에너지 A389260 -돈 버는 재생에너지 발전기업,"재생에너지 전문 발전 사업자
- 우호적인 영업환경, 진입장벽 높은 풍력발전 사업",2023/03/29
